AISHE Code,Name,State,District,City,Website,Year ,Location,Type,Management,University,Category,Email,Phone No
,"SHRI SAI JANVIKAS PRATISHTHAN, OJAS ARTS, COMMERCE AND SCIENCE COLLEGE, ROHANWADI, JALNA",Maharashtra,Jalna,,-,,,tech,,,,,
,Marutirao Harirao Mahadik Arts and Commerce College Modnimb Tal- Madha Dist - Solapur,Maharashtra,Solapur,,www.mhmmodnimb.co.in,,,tech,,,,,
,"Dayanand Arya Kanya Mahavidyalaya, Nagpur",Maharashtra,Nagpur,,dakmnagpur.in,,,tech,,,,,
,SAU PREMATAI PATIL ARTS COMMERCE AND SCIENCE COLLEGE GAUDGAON SOLAPUR,Maharashtra,Solapur,,-,,,tech,,,,,
,"MIT ARTS, COMMERCE AND SCIENCE COLLEGE BARSHI",Maharashtra,Solapur,,https://mitacs.edu.in/,,,tech,,,,,
,"SAMARTH RURAL EDUCATIONAL INSTITUTE, RAJURIs SAMARTH COLLEGE OF ENGINEERING AND MANAGEMENT, AT BANGARWADI, POST BELHE, JUNNAR",Maharashtra,Pune,,wwww.sreir.org.in,,,mgt,,,,,
,SHRI CHHATRAPATI VARISHTH MAHAVIDYALAYA GARAJ,Maharashtra,Chhatrapati Sambhajinagar,,scvm.org.in,,,tech,,,,,
,"Loknayak Bapuji Aney Mahila Mahavidyalaya, Yavatmal",Maharashtra,Yavatmal,,www.aneymahila.com,,,tech,,,,,
,A T PAWAR WOMENS COLLEGE KANASHI DIST NASHIK,Maharashtra,Nashik,,Atpwckanashi.com,,,tech,,,,,
,KAI SAVITRIBAI SASANE ARTS COMMERCE AND SCIENCE COLLEGE,Maharashtra,Pune,,-,,,tech,,,,,
,B.M. Ruia Girls' College,Maharashtra,Mumbai,,www.bmrgirlscollege.com,,,tech,,,,,
,"Synergy Foundations Synergy School of Commerce, Khajina Vihir Chowk, Sadashiv Peth,Pune  30",Maharashtra,Pune,,www.synergyinstitutes.com,,,tech,,,,,
,"PRADNYA KARUNA BAHUODESHIYA SHIKSHAN SANSTHAS ARTS COMMERCE AND SCIENCE, THANE",Maharashtra,Thane,,www.samyaksankalpacollege.com,,,tech,,,,,
,GODAWARI COLLEGE PAITHAN ,Maharashtra,Chhatrapati Sambhajinagar,,-,,,tech,,,,,
,MOHATADEVI SEVA PRATISHTHAN SUNRISE COLLEGE,Maharashtra,Ahilyanagar,,sunrise.edu.in,,,tech,,,,,
,MOHATADEVI SEVA PRATISHTHAN SUNRISE COLLEGE OF FASHION DESIGNING,Maharashtra,Ahilyanagar,,sunrise.edu.in,,,tech,,,,,
,Y AND M AKIS COLLEGE OF ARTS SCIENCE AND COMMERCE,Maharashtra,Mumbai Suburban,,http://ymakicollege.org,,,tech,,,,,
,Sahyadri Shikshan Sanstha College of Science B.Sc.(I.T.) and B.Sc. ( Computer Science) at Sawarde Tal Chiplun Dist Ratnagiri,Maharashtra,Ratnagiri,,www.icsitsawarde.org,,,tech,,,,,
,COLLEGE OF AGRI BUSINESS MANAGEMENT JIREWADI     ,Maharashtra,Beed,,www.vnmkv.ac.in,,,mgt,,,,,
,"G H RAISONI COLLEGE OF BUSINESS MANAGEMENT, MADHAVNAGARI, NAPGUR",Maharashtra,Nagpur,,https://ghrcbmm.raisoni.net,,,mgt,,,,,
,MAXWELL COLLEGE OF ARTS COMMERCE AND SCIENCE DHAMNA    ,Maharashtra,Nagpur,,www.maxwellcollege.com,,,tech,,,,,
,"DR. BABASAHEB AMBEDKAR COLLEGE OF JOURNALISM AND SOCIAL WORK, AKOLA",Maharashtra,Akola,,www.acjmc.in,,,tech,,,,,
,"BHAUSAHEB P H PATIL ARTS AND SCIENCE COLLEGE, DEVLI, JALGAON    ",Maharashtra,Jalgaon,,bhausahebphpcollegedevli.com,,,tech,,,,,
,LATE VIMALBAI KHANDELWAL MAHILA MAHAVIDYALAYA    ,Maharashtra,Chhatrapati Sambhajinagar,,-,,,tech,,,,,
,"BHART RATNA INDIRA GANDHI COLLEGE OF ENGINEERING  SOLAPUR,-PUNE NATIONAL HIGHWAY NO 9, GAT NO.58 3,KEGAON  DIST. SOLAPUR,",Maharashtra,Solapur,,www.bigce.org.in,,,tech,,,,,
,"SAVITRIBAI PHULE WOMENS COLLEGE, PIMPALKOTHA    ",Maharashtra,Jalgaon,,-,,,tech,,,,,
,"Government College of Art and Design, Chhatrapati Sambhajinagar",Maharashtra,Chhatrapati Sambhajinagar,,www.gcadaurangabad.com,,,tech,,,,,
,SOCIETY OF ST FRANCIS INDUSTRIAL INSTITUTES ST FRANCIS DEGREE COLLEGE    ,Maharashtra,Mumbai Suburban,,www.sfdcmumbai.com,,,tech,,,,,
,MATOSHRI INSTITUTE OF TECHNOLOGY    ,Maharashtra,Nashik,,www.mityeola.com,,,tech,,,,,
,CHHATRAPATI SHAHU MAHILA MAHAVIDYALAY    ,Maharashtra,Buldhana,,-,,,tech,,,,,
,"Matushri Kanbai Lalbai & Motibai Lohana Kanyashala & Balikagruh's B.L. Amlani College of Commerce & Economics, M.R. Nathwani College of Arts, N.S. Road No. 6, (Next to Jamanabai Narsee School,Gate No. 4), J.V.P.D. Scheme,Vile Parle (W),Mumbai-400056",Maharashtra,Mumbai Suburban,,www.amlaninathwanicolleges.edu.in,,,tech,,,,,
,"VASUNDHARA MAHILA MAHAVIDYALAY, TAKLI KUMBHKARN    ",Maharashtra,Parbhani,,kaushalyadudhgaonkar.org,,,tech,,,,,
,SMT M P KOTHARI MAHILA MAHAVIDYALAY NANDURA    ,Maharashtra,Buldhana,,https://www.mpkotharimahavidyalaya.com,,,tech,,,,,
,BHAKTIVEDANTA RESEARCH CENTER    ,Maharashtra,Palghar,,https://brcglobal.org/,,,tech,,,,,
,MAHATMA PHULE SENIOR COLLEGE GHATPURI TAL KHAMGAON DIST BULDHANA    ,Maharashtra,Buldhana,,akedusoci.org,,,tech,,,,,
,"Tulsiramji Gaikwad-Patil College of Engineering and Technology, Nagpur.",Maharashtra,Nagpur,,www.tgpcet.com,,,tech,,,,,
,MATOSHRI SENIOR COLLEGE PARBHANI    ,Maharashtra,Parbhani,,-,,,tech,,,,,
,Manjara Charitable Trusts College of Education And Research Sector four Airoli Navi Mumbai,Maharashtra,Thane,,mctbedcollege.org,,,tech,,,,,
,"SHIVSHAKTI MAHAVIDYALAYA ARTS, SCIENCE AND COMMERCE KAKANDI    ",Maharashtra,Nanded,,-,,,tech,,,,,
,SANT DNYANESHWAR MAHILA MAHAVIDYALAY    ,Maharashtra,Hingoli,,-,,,tech,,,,,
,NAMOYUG VARISHTH MAHAVIDYALAY BORGAON MANJU TQ DIST AKOLA    ,Maharashtra,Akola,,namoyug.com,,,tech,,,,,
,MARATHWADA SAMAJKARYA MAHAVIDYALAY    ,Maharashtra,Chhatrapati Sambhajinagar,,-,,,tech,,,,,
,AL MUBEEN SENIOR COLLEGE    ,Maharashtra,Yavatmal,,www.almubeenes.com,,,tech,,,,,
,GLOBAL DEGREE COLLEGE    ,Maharashtra,Thane,,-,,,tech,,,,,
,B C A  COLLEGE CHANDGAD TAL CHANDGAD DIST KOLHAPUR,Maharashtra,Kolhapur,,www.skebcacollege.org,,,tech,,,,,
,SHAHID BIRSA MUNDA MAHAVIDYALAYA KORCHI TA KORCHI DISTRICT GADCHIROLI,Maharashtra,Gadchiroli,,www.ssarjuni.com,,,tech,,,,,
,"THEEM COLLEGE OF ARTS, COMMERCE AND SCIENCE",Maharashtra,Palghar,,www.srcollege.theemedu.org,,,tech,,,,,
,SVKMS SHRI BHAGUBHAI MAFATLAL POLYTECHNIC AND COLLEGE OF ENGINEERING,Maharashtra,Mumbai Suburban,,www.sbmp.ac.in,,,tech,,,,,
,"Late Nirdhan Patil Vaghaye  College of education,  Sakoli",Maharashtra,Bhandara,,www.bed.in,,,tech,,,,,
,SHIV CHHATRAPATI MAHAVIDYALAY,Maharashtra,Buldhana,,www.kishorkumar.org,,,tech,,,,,
,"RAMOJI MAHILA MAHAVIDYALAY, JUNA KAUTHA NANDED",Maharashtra,Nanded,,ramojimm.in,,,tech,,,,,
,CITIZENS EDUCATION SOCIETY ARTS COMMERCE SCIENCE AND B SC INFORMATION TECHNOLOGY COLLEGE,Maharashtra,Raigad,,www.mycitizen.in,,,tech,,,,,
," SHREE SANT GAJANAN MAHARAJ WOMENS ARTS , SCIENCE AND COMMERCE COLLEGE",Maharashtra,Akola,,-,,,tech,,,,,
,"R C PATEL COLLEGE OF ENGINEERING AND POLYTECHNIC, SHIRPUR",Maharashtra,Dhule,,https://www.rcpcoep.ac.in/,,,tech,,,,,
,"AHMEDNAGAR JILHA MARATHA VIDYA PRASARAK SAMAJ, YASHWANTRAO CHAVAN ARTS, COMMERCE AND SCIENCE COLLEGE VAMBORI",Maharashtra,Ahilyanagar,,yccvambori.in,,,tech,,,,,
, JIJAI CHARITABLE TRUST  JIJAU MAHAVIDALAYA RASHIN TALUKA KARJAT DISTRICT AHMEDNAGAR ,Maharashtra,Ahilyanagar,,-,,,tech,,,,,
,"Rajiv Gandhi College of Engineering, Research and Technology",Maharashtra,Chandrapur,,www.rcert.ac.in,,,tech,,,,,
,KAMAL MAHILA MAHAVIDHYALAY    ,Maharashtra,Nagpur,,-,,,tech,,,,,
,"Sharda Education Societys Anand Vishwa Gurukul Senior Night College, Raghunath Nagar, Next to Mittal Park, Tin Hat Naka, Wagle Estate, Thane",Maharashtra,Thane,,www.anandvishwagurukul.com,,,tech,,,,,
,RAJASTHAN RELIEF SOCIETY BAJAJ DEGREE COLLEGE OF ARTS COMMERCE AND SCIENCE,Maharashtra,Mumbai Suburban,,WWW.NAVJIVANVIDHAYKYA.COM,,,tech,,,,,
,M.R.T. COLLEGE FOR WOMEN?? AMRAVATI,Maharashtra,Amravati,,www.artcfwamt.org,,,tech,,,,,
,"Ramanand Arya D.A.V. College, Station Road Datar Colony Bhandup East Mumbai",Maharashtra,Mumbai Suburban,,www.radav.org,,,tech,,,,,
,"Mahatma Education Societys Pillai College of Engineering, Dr. K. M. Vasudevan Pillais Campus, Panvel, Raigad",Maharashtra,Raigad,,www.pce.ac.in,,,tech,,,,,
,MAA JIJAU MAHILA MAHAVIDYALAY TARODA NANDED    ,Maharashtra,Nanded,,-,,,tech,,,,,
,"S.I.W.S. N.R. Swamy College of Commerce & Economics and Smt. Thirumalai College of Science, Major R. Parmeshwaran Marg, Sewri Wadala Estate, Wadala, Mumbai",Maharashtra,Mumbai,,www.siws.ac.in,,,tech,,,,,
,"S.I.E.S (Nerul) College of Arts, Science and Commerce, Sri Chandrasekarendra Saraswati Vidyapuram, Plot No One C,  Sector V, Nerul, Navi Mumbai",Maharashtra,Thane,,www.siesascn.edu.in,,,tech,,,,,
,Vivekanand Education Societys Institute of Technology,Maharashtra,Mumbai Suburban,,https://vesit.ves.ac.in/,,,tech,,,,,
,Mahavir Education Trusts Shah and Anchor Kutchi Engineering College Shivaji Chowk Junction V N  Purav Marg Opp R K Studio Near M s Dukes Co Chembur Mumbai,Maharashtra,Mumbai Suburban,,www.sakec.ac.in,,,tech,,,,,
,"DR. A.P.J. ABDUL KALAM ARTS, COMMERCE AND SCIENCE COLLEGE",Maharashtra,Bhandara,,-,,,tech,,,,,
,"MANJARA MAHAVIDYALYA, MOTI NAGAR, KANHERI ROAD, LATUR",Maharashtra,Latur,,www.manjaracollegelatur.com,,,tech,,,,,
,"Shri Rajasthani Seva Sangh's Smt. Parmeshwaridevi Durgadutt Tibrewala Lions Juhu College of Arts, Commerce & Science, Shriniwas Bagarka Marg, J.B.Nagar, Andheri (East), Mumbai",Maharashtra,Mumbai Suburban,,spdtcollege.ac.in,,,tech,,,,,
,"Angel  Charities Fr. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Maharashtra,Thane,,fcrit.ac.in,,,tech,,,,,
,"DNYANODAYA EDUCATION TRUSTS, VIDYANIKETAN DEGREE COLLEGE OF ARTS, SCIENCE AND COMMERCE",Maharashtra,Palghar,,-,,,tech,,,,,
,"St. Fransis Institute of Management & Research Poinsur, S.V.P. Road, Borivali (West), Mumbai",Maharashtra,Mumbai Suburban,,www.sfimar.org,,,mgt,,,,,
,RAJASTHANI SAMMELANS DEVIPRASAD GOENKA MANAGEMENT COLLEGE OF MEDIA STUDIES,Maharashtra,Mumbai Suburban,,www.dgmc.org.in,,,mgt,,,,,
,"Nalanda Nritya Kala Mahavidyalaya, Juhu Vile Parle Development Scheme Vile Parle (West) Mumbai",Maharashtra,Mumbai Suburban,,nalandadancecollege.edu.in,,,tech,,,,,
,Valia Chhaganlal Laljibhai College of Commerce and Valia Lilavantiben Chhaganlal College of Arts,Maharashtra,Mumbai Suburban,,valiacollege.co.in,,,tech,,,,,
,"Smt. Indira Gandhi College of Engineering, Ghansoli, Navi Mumbai",Maharashtra,Thane,,www.sigce.edu.in,,,tech,,,,,
,"DURGADEVI SARAF INSTITUTE OF MANAGEMENT STUDIES, MUMBAI",Maharashtra,Mumbai,,www.dsims.org.in,,,mgt,,,,,
,Ekvira devi College of Education,Maharashtra,Wardha,,-,,,tech,,,,,
,SAVITRIBAI PHULE MAHILA MAHAVIDYALAY CHALISGAON BAHAL TAL CHALISGAON DIST JALGAON,Maharashtra,Jalgaon,,www.rbss.com,,,tech,,,,,
,SHILPKAR COLLEGE SHIRUR KASAR,Maharashtra,Beed,,www.shilpkarcollege.com,,,tech,,,,,
,RASHTRAMATA JIJAU MAHILA MAHAVIDYALYA NANDED ROAD ,Maharashtra,Hingoli,,-,,,tech,,,,,
,PRIYADARSHANI MAHILA MAHAVIDYALAYA MORSHI    ,Maharashtra,Amravati,,-,,,tech,,,,,
,MRT COLLEGE FOR WOMENS AMRAVATI    ,Maharashtra,Amravati,,-,,,tech,,,,,
,Pushpalata Mhatre Womens College of Arts Commerce and Science,Maharashtra,Thane,,http://pmwc.dnyanprasarak.com,,,tech,,,,,
,Dnyan Prasarak Shikshan Sanstha Balasaheb Mhatre College of Science at Badlapur Tal Ambernath Dist.Thane,Maharashtra,Thane,,www.pmwc.dnyanprasarak.com,,,tech,,,,,
,SANIKA COLLEGE OF B DESIGN,Maharashtra,Chhatrapati Sambhajinagar,,-,,,tech,,,,,
,LATE UJWALBAPU DESHMUKH COLLEGE NIWANA,Maharashtra,Buldhana,,www.ubdcollege.com,,,tech,,,,,
,A M D MAHAVIDYALAYA,Maharashtra,Jalna,,-,,,tech,,,,,
,G S PATIL COLLEGE OF MANAGEMENT AND BUSINESS STUDIES,Maharashtra,Pune,,-,,,mgt,,,,,
,"GLOBAL VISION ARTS, COMMERCE AND SCIENCE COLLEGE",Maharashtra,Pune,,www.vpltdpc.com,,,tech,,,,,
,"VAMANRAO ITHAPE INSTITUTE  OF MANAGEMENT, SANGAMNER",Maharashtra,Ahilyanagar,,https://ithapecoem.in/,,,mgt,,,,,
,"Gopikisan Bang Arts and Science College, Hingna",Maharashtra,Nagpur,,-,,,tech,,,,,
,Kesharbai Kale Girls College,Maharashtra,Latur,,-,,,tech,,,,,
,LATE RAHULBHAU BOMMAWAR GONDPIPARI,Maharashtra,Chandrapur,,-,,,tech,,,,,
,Hirwal Education Trust Rajmata Jijau Mahila Vidyalaya,Maharashtra,Raigad,,hirwaleducationtrust.com,,,tech,,,,,
,KARMAYOGI SHRI HA RA KAWCHALE KALA VA VIDNYAN MAHAVIDYALY BORALE,Maharashtra,Solapur,,drchkawchalecharitabletrust.org,,,tech,,,,,
,KISAN KATHORE SCIENCE COLLEGE MURBAD,Maharashtra,Thane,,-,,,tech,,,,,
,"M.G.M. College of Journalism & Mass Communication, Cidco, Aurangabad.",Maharashtra,Chhatrapati Sambhajinagar,,-,,,tech,,,,,
,"M.G.M.'s Institute of Bio-Science, Cidco, Aurangabad.",Maharashtra,Chhatrapati Sambhajinagar,,-,,,tech,,,,,
,NUTAN BAL SHIKSHAN SANGH SANCHALIT DR SHASHIKALA POTNIS ARTS AND COMMERCE COLLEGE KOSBAD DAHANU,Maharashtra,Palghar,,http://www.nutanbalshikshansangh.org,,,tech,,,,,
,"Poona District Education Associations Arts, Commerce & Science College ,Sambhaji nagar, Chinchwad, Pune 19",Maharashtra,Pune,,-,,,tech,,,,,
,"Priyadarshini College, Rampur",Maharashtra,Chandrapur,,-,,,tech,,,,,
,"P.R.Patil College of Engineering & Technology, Gajanan Township Campus, Kathora Road,Amravati",Maharashtra,Amravati,,-,,,tech,,,,,
,"Rani Satyadevi Women's College, Aheri",Maharashtra,Gadchiroli,,-,,,tech,,,,,
,"Renuka College of Arts, Commerce & Science College, Mantha.",Maharashtra,Jalna,,-,,,tech,,,,,
,UJJWAL PRAKASH ARTS COMMERCE AND SCIENCE COLLEGE WAGHDARDI TAL CHANDWAD DIST NASHIK,Maharashtra,Nashik,,-,,,tech,,,,,
,"BHARATRATNA DR APJ ABDUL KALAM COLLEGE FOR UG AND PG COURSES WITH MILLENNIUM SKILLS INNOVATION INCUBATION AND RESEARCH, RAHATGAON, AMRAVATI",Maharashtra,Amravati,,apjkalamgc.ac.in,,,tech,,,,,
,"SAMAJBHUSHAN EKNATHRAO DHAKANE COLLEGE OF ENGINEERING, SHEVGAON",Maharashtra,Ahilyanagar,,www.kgvp.co.in,,,tech,,,,,
,ADSUL COMPUTER AND MANAGEMENT INSTITUTE,Maharashtra,Ahilyanagar,,www.sgvssacmi.com,,,mgt,,,,,
,"SANTOSHIMATA BAHUUDESHIYA SHAIKSHANIK SEVA SANTHA (SBSS) A.L.D. ARTS, COMMERCE AND SCIENCE COLLEGE, NANDGAON, YEOLA, NASHIK",Maharashtra,Nashik,,www.sbss.com,,,tech,,,,,
,"BHAGWAN MAHAVIDYALAYA, SHEWADI",Maharashtra,Parbhani,,-,,,tech,,,,,
,SUSHGANGA INSTITUTE OF MANAGEMENT ,Maharashtra,Yavatmal,,https://www.sushgangainstituteofmanagement.com,,,mgt,,,,,
,"NIRMITI DEGREE COLLEGE OF ARTS, COMMERCE AND SCIENCE",Maharashtra,Thane,,-,,,tech,,,,,
,JAMIA INSTITUTE OF TECHNOLOGY,Maharashtra,Nandurbar,,jiemsakk.com,,,tech,,,,,
,SYMBIOSIS ARTIFICIAL INTELLIGENCE INSTITUTE,Maharashtra,Pune,,https://saii.edu.in,,,tech,,,,,
,"Maharshi Karve Mahila Mahavidyalay, Wai",Maharashtra,Satara,,bcacollegewai.org,,,tech,,,,,
,"Akole Taluka Education Society Agasti Institute of Management,  Computer Application and Research,Akole, Tal Akole, Dist Ahilyanagar",Maharashtra,Ahilyanagar,,www.atestc.edu.in,,,mgt,,,,,
,"DR. A. P. J. ABDUL KALAM ARTS AND SCIENCE COLLEGE, UNDANGAON",Maharashtra,Chhatrapati Sambhajinagar,,www.drapjabdulkalamcollage.in,,,tech,,,,,
,"MUMBRA SHIKSHAN PRASARAK GR PATIL SCIENCE AND COMMERCE COLLEGE, THANE",Maharashtra,Thane,,www.grpatil185.in,,,tech,,,,,
,"Maharashtra Educational Societys, H.K. Institute of Management Studies & Research, H. K. Compus, Relief Road, Pratiksha Nagar, Oshiwara, Jogeshwari (West), Mumbai",Maharashtra,Mumbai Suburban,,www.hkimsr.edu.in,,,mgt,,,,,
,U D PATHRIKAR SCHOOL OF BUSINESS MANAGEMENT,Maharashtra,Chhatrapati Sambhajinagar,,www.udpsobm.in,,,mgt,,,,,
,NKSPT INSTITUTE OF ENGINEERING AND TECHNOLOGY PATHARIKAR CAMPUS BADNAPUR,Maharashtra,Jalna,,www.nkspt/ioe,,,tech,,,,,
,"SANT JAGANADE MAHARAJ SHIKSHAN MANDAL'S SHRI BAPUSAHEB V.C. CHAUDHARI ARTS & COMMERCE SENIOR COLLEGE, AT POST KHAPAR, TAL. AKKALKUWA, DIST. NANDURBAR",Maharashtra,Nandurbar,,www.sjmsmkhaparcollege.org,,,tech,,,,,
,MODERN COLLEGE OF BCA SONAI    ,Maharashtra,Ahilyanagar,,www.moderncollegeofbca.in,,,tech,,,,,
,"Millennium Arts Commerce Science College, Nagpur",Maharashtra,Nagpur,,www.millenniumcollegenagpur.org,,,tech,,,,,
,Bhiwandi Womens College of Arts and Commerce,Maharashtra,Thane,,www.bwc.co.in,,,tech,,,,,
,SHRI BALASAHEB MANE SHIKSHAN PRASARAK MANDAL'S ASHOKRAO MANE GROUP OF INSTITUTIONS,Maharashtra,Kolhapur,,www.amgoi.edu.in,,,tech,,,,,
,"MES MUKUNDDAS LOHIA COLLEGE OF ENGINEERING, PUNE",Maharashtra,Pune,,https://mlcoe.mespune.in,,,tech,,,,,
,"SANJAY GHODAWAT INSTITUTE, ATIGRE, KOLHAPUR",Maharashtra,Kolhapur,,WWW.sginstitute.in,,,tech,,,,,
,Krishna Institute of Science and Technology,Maharashtra,Satara,,www.kvv.edu.in,,,tech,,,,,
,LUNGNILA ELIZABETH COLLEGE,Manipur,Senapati,,www.lecollege.in,,,tech,,,,,
,JCRE Global College,Manipur,Imphal West,,www.jgc.edu.in,,,tech,,,,,
,"National Institute of Electronics & Information Technology (NIELIT), Imphal",Manipur,Imphal East,,https://nielit.gov.in/imphal/index.php,,,tech,,,,,
,Shree Shree Gourgobind Girls' College,Manipur,Imphal East,,www.ssggirlscollege.ac.in,,,tech,,,,,
,S. Kula Women's College,Manipur,Bishnupur,,www.skwomenscollege.ac.in,,,tech,,,,,
,Mayai Lambi College,Manipur,Imphal West,,www.mayailambicollege.ac.in,,,tech,,,,,
,UNACCO COLLEGE,Manipur,Imphal East,,https://unaccocollege.ac.in/,,,tech,,,,,
,Naorem Birahari College,Manipur,Imphal East,,www.nbcollege.ac.in,,,tech,,,,,
,VIBGYOR Institute of Management and Information Technology,Manipur,Imphal West,,www.vimitimphal.com,,,mgt,,,,,
,MT ZION COLLEGE,Manipur,Senapati,,www.mtzioncbsekarong.com,,,tech,,,,,
,St Joseph College,Manipur,Ukhrul,,http://stjosephcollegeukhrul.com,,,tech,,,,,
,FGI College of Agricultural Sciences,Manipur,Senapati,,www.cashengbung.org,,,tech,,,,,
,Ibotombi Institute of Education,Manipur,Imphal West,,www.mimaiie.in,,,tech,,,,,
,YOUNG PILLARS COLLEGE,Manipur,Churachandpur,,-,,,tech,,,,,
,United College,Manipur,Chandel,,www.unitedcollegechandel.ac.in,,,tech,,,,,
,Hill College,Manipur,Senapati,,www.hillcollege.ac.in,,,tech,,,,,
,Kamakhya Pemton College,Manipur,Imphal West,,www.kamakhyapemtoncollege.ac.in,,,tech,,,,,
,Pole Star College,Manipur,Thoubal,,https://polestarcollege.ac.in,,,tech,,,,,
,Jiri College,Manipur,Jiribam,,www.jiricollege.ac.in,,,tech,,,,,
,Ideal Girls' College,Manipur,Imphal East,,www.igcakampat.ac.in,,,tech,,,,,
,Mount Everest College,Manipur,Senapati,,www.mounteverestcollege.ac.in,,,tech,,,,,
,South East Manipur College,Manipur,Chandel,,www.semcol.edu.in,,,tech,,,,,
,Thoubal College,Manipur,Thoubal,,www.tblc.ac.in,,,tech,,,,,
,Pravabati College,Manipur,Imphal West,,pravabaticollege.ac.in,,,tech,,,,,
,Oriental College,Manipur,Imphal West,,www.orientalcollege.edu.in,,,tech,,,,,
,Waikhom Mani Girls' College,Manipur,Thoubal,,www.wmgcollege.ac.in,,,tech,,,,,
,Thambal Marik College,Manipur,Bishnupur,,www.thambalmarikcollege.ac.in,,,tech,,,,,
,Modern College,Manipur,Imphal East,,https://www.moderncollegeimphal.ac.in,,,tech,,,,,
,Imphal College,Manipur,Imphal West,,www.imphalcollege.edu.in,,,tech,,,,,
,Pettigrew College,Manipur,Ukhrul,,www.pettigrewcollege.ac.in,,,tech,,,,,
,Biramangol College,Manipur,Imphal East,,www.biramangolcollege.edu.in,,,tech,,,,,
,Kanggui Christian College,Manipur,Senapati,,-,,,tech,,,,,
,Yairipok College,Manipur,Thoubal,,www.yucollege.edu.in,,,tech,,,,,
,Manipur College,Manipur,Imphal West,,https://manipurcollege.ac.in,,,tech,,,,,
,Churachandunpur College,Manipur,Churachandpur,,www.churachandpurcollege.in,,,tech,,,,,
,Institute of Rural Education,Manipur,Thoubal,,www.irew.org,,,tech,,,,,
,Lamka College,Manipur,Churachandpur,,www.lamkacollege.com,,,tech,,,,,
,Tamenglong College,Manipur,Tamenglong,,www.tamenglongcollege.ac.in,,,tech,,,,,
,Kha-Manipur College,Manipur,Kakching,,www.khamanipurcollege.edu.in,,,tech,,,,,
,Moirang College,Manipur,Bishnupur,,www.moirangcollege.ac.in,,,tech,,,,,
,Nambol L. Sanoi College,Manipur,Bishnupur,,https://www.nambolsanoicollege.edu.in,,,tech,,,,,
,Temple of Learning Degree College,Manipur,Imphal West,,www.templeoflearning-edu.org,,,tech,,,,,
,Manipur Institute of Technology,Manipur,Imphal West,,www.mitimphal.in,,,tech,,,,,
,Bethany Christian College,Manipur,Churachandpur,,bcc.ac.in,,,tech,,,,,
,D.M. College of  Arts,Manipur,Imphal West,,www.dmcarts.ac.in,,,tech,,,,,
,Kumbi College,Manipur,Bishnupur,,www.kumbicollege.ac.in,,,tech,,,,,
,Western College,Manipur,Imphal West,,www.westerncollege.ac.in,,,tech,,,,,
,ST XAVIER COLLEGE,Manipur,Senapati,,https://stxaviercollegespt.ac.in/,,,tech,,,,,
,Mt Pisgah College ,Manipur,Senapati,,www.mtpisgahcoll.in,,,tech,,,,,
,Kakching Khunou College,Manipur,Kakching,,www.kakchingkhunoucollege.edu.in,,,tech,,,,,
,Don Bosco College,Manipur,Senapati,,www.dbcmaram.ac.in,,,tech,,,,,
,KHA MANIPUR HINDUSTANI SANGEET MAHAVIDYALAYA,Manipur,Kakching,,www.kmhsmkak.in,,,tech,,,,,
,Government Polytechnic,Manipur,Imphal West,,www.gopoly.nic.in,,,tech,,,,,
,Imphal Art College,Manipur,Imphal East,,www.Imphalartcollege.com,,,tech,,,,,
,G.P. Women's College,Manipur,Imphal West,,www.gpwomenscollege.ac.in,,,tech,,,,,
,SORSHIA CHRISTIAN COLLEGE    ,Manipur,Kangpokpi,,www.sorshiachristiancollege.com,,,tech,,,,,
,Asufii Christian Institute,Manipur,Senapati,,acimao.in,,,tech,,,,,
,R K  Sanatombi  Devi College of  Education,Manipur,Imphal East,,rksanatombidevi.org,,,tech,,,,,
,T.S. Paul Manipur Women's College,Manipur,Imphal West,,www.tspmwcollege.ac.in,,,tech,,,,,
,Moreh College,Manipur,Tengnoupal,,www.morehcollgemoreh.ac.in,,,tech,,,,,
,Y.K. College,Manipur,Thoubal,,www.ykcollege.ac.in,,,tech,,,,,
,Pandit Deen Dayal Upadhyay Institute of Agricultural Sciences,Manipur,Bishnupur,,www.pdduias.education,,,tech,,,,,
,M.B. College,Manipur,Imphal East,,www.mbcollege.edu.in,,,tech,,,,,
,Regional College,Manipur,Imphal West,,www.regionalcollege.ac.in,,,tech,,,,,
,D.M. College of Commerce,Manipur,Imphal West,,www.dmcc.edu.in,,,tech,,,,,
,Presidency College,Manipur,Kangpokpi,,presidencycollegemotbung.ac.in,,,tech,,,,,
,Rayburn College,Manipur,Churachandpur,,www.rayburncollege.ac.in,,,tech,,,,,
,HIGHLAND NATIONAL COLLEGE,Manipur,Imphal West,,https://www.highlandnationalcollege.in/,,,tech,,,,,
,Ng. Mani College,Manipur,Imphal East,,ngmanicollege.org,,,tech,,,,,
,Institute of Cooperative Management,Manipur,Imphal West,,www.icmimphal.org,,,mgt,,,,,
,College of Social Work,Manipur,Imphal West,,www.cswmanipur.org,,,tech,,,,,
,Lilong Haoreibi College,Manipur,Thoubal,,www.lilonghaoreibicollege.ac.in,,,tech,,,,,
,NG College,Manipur,Imphal West,,www.ngcollegeimphal.com,,,tech,,,,,
,C.I. College,Manipur,Bishnupur,,www.cicollege.ac.in,,,tech,,,,,
,Standard College,Manipur,Imphal East,,www.standardcollege.ac.in,,,tech,,,,,
